CLSTR_ID,SAMP_NO,TYPE_CD,PSYU,PSYU_BLK,FIZ,BGC_ZONE,BGC_SBZN,BGC_VAR,BGC_PHAS,SAMP_TYP,BLOWUP,NO_PLOTS,PLOT_DED,REC_ID,IP_UTM,IP_NRTH,IP_EAST,MAP_NO,POLYGON,tp_gpsid,tp_utm,tp_nrth,tp_east,tp_elev,ap_dsc,ap_gpsid,ap_nrth,ap_east,ap_elev,tp_az_ip,tp_dt_ip,DECLIN,tp_az_pn,tp_dt_pn,tie_trno,rp_az_gp,rp_dt_gp,tp_map,ip_map,tp_poly,ip_poly,tp_fltln,ip_fltln,ip_photo,tp_photo,tp_spec,rp_spec,TP_AZ_tr,rP_AZ_tr,TP_DBH,TP_dt_tr,rp_DBH,rp_dt_tr,ip_gpsid,ip_elev,ip_az_pn,ip_dt_pn,ip_az_gp,ip_dt_gp,PLT_SPC,asc_dt,CREW1,CREW2,CREW3,CREW4,ref_tree,INTEG,NORTH,EAST,SOUTH,WEST,RANGE,ECO,CWD,TREES,ECOLGY,NO_PHOTO,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,LOAD_DT,meas_dt,TR_FLDT,TR_OFFDT,EC_FLDT,EC_OFFDT,Tr_NAME,TO_NAME,Tf_name,ER_NAME,EO_NAME,EF_NAME,pho_typ1,pho_typ2,pho_typ3,pho_typ4,pho_typ5,pho_typ6,pho_ind1,pho_ind2,pho_ind3,pho_ind4,pho_ind5,pho_ind6,notes,PROJ_ID
"4571-0106-QO1","0106","QO1","457","0","B","CWH","vm","1",,"V",9,1,1,,10,5419604,387787,"092C098",193,"NODATA",10,,,,"MAIN\SPUR RD JCTN","R061919A",5419721,388247,126,0,15,19,,,11585,,,"092C098","092C098","00175","00193","-----------","-----------","---","---","HW","HW",238,238,28.9,1.85,28.9,1.85,"R061917A",105,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/02/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0107-QO1","0107","QO1","457","0","B","CWH","vm","2",,"V",20.25,5,1,,,,,"092C069",757,"NO DATA",,,,,"HELIPAD ON ROAD","J112123A",,,,51,760,19,,,15205,,,"092C069","092C069","00752","00757",,,,,"BA","BA",0,342,19,0,68,3.19,"NO DATA",,0,0,,,,,"JWS","SFT",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","07/14/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0108-QO1","0108","QO1","457","0","B","CWH","vm","1",,"V",20.25,5,1,,,,,"092C069",772,"NO DATA",,,,,"HELIPAD ON OLD ROAD","J112623A",,,,270,420,19,,,15203,,,"092C069","092C069","00789","00772",,,,,"BA","HW",0,119,22.4,0,75.09999999999999,2.15,"NO DATA",,0,0,0,,,,"JWS","SFT",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","07/12/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0110-QO1","0110","QO1","457","0","B","CWH","vm","1",,"V",12,3,1,,10,5419813,387699,"092C098",174,"NODATA",10,,,,"BLOCK ACCESS ROAD.","R061919B",5419789,387765,135,0,15,19,,,11586,,,"092C098","092C098","00174","00174","-----------","-----------","---","---","HW","HW",70,70,58.5,6.8,58.5,6.8,"R061919D",130,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/02/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0111-QO1","0111","QO1","457","0","B","CWH","vm","1",,"V",12.25,5,1,,,,,"092C059",137,"J061117A",10,5382497,404810,47,,"NO DATA",,,,182,310,19,,,709,,,"092C059","092C059","00137","00139",,,,,"HW","SS",0,119,38,0,40.3,1.06,"NO DATA",,0,0,,,,,"JWS","KAH",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","01/25/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0112-QO1","0112","QO1","457","0","B","CWH","vm","1",,"V",20.25,3,1,,,,,"092C059",307,"J062718A",10,5380245,410831,354,,"NO DATA",,,,292,40,19,,,746,,,"092C059","092C059","00307","00307",,,,,"HW","HW",0,224,26.3,0,23.8,4.7,"NO DATA",,0,0,,,,,"JWS","JAL",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/10/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0114-QO1","0114","QO1","457","0","B","CWH","vm","1",,"V",7,3,1,,10,5397860,372941,"092C077",34,"R070918A",10,5397916,372583,52,,"NODATA",,,,98,350,19,,,11521,,,"092C077","092C077","00031","00034","-----------","-----------","---","---","HW","FD",40,132,52.7,11.8,23.5,1.52,"R070919A",56,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/22/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0117-QO1","0117","QO1","457","0","B","CWH","vm","1",,"V",12.25,4,1,,10,5384380,407079,"092C069",985,"J061715A",10,5384386,407044,89,,"NO DATA",,,,99,35,19,,,726,,,"092C069","092C069","00985","00985",,,,,"CW","FDC",0,249,26.7,0,47.4,3.4,"J061715A",89,0,0,99,35,,,"JWS","KAH",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","01/31/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0118-QO1","0118","QO1","457","0","B","CWH","vm","1",,"V",9,5,1,,10,5417906,385227,"092C098",257,"NODATA",10,,,,"LANDING\END OF ROAD.","R061717A",5417927,385372,107,0,15,19,,,11587,,,"092C098","092C098","00257","00257","-----------","-----------","---","---","FD","FD",70,70,30.8,1.69,30.8,1.69,"R061717C",58,0,0,0,,,,"PRH","AGO","AAH",,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","01/31/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0119-QO1","0119","QO1","457","0","B","CWH","vm","1",,"V",16,3,1,,,,,"092C059",63,"J062323A",10,5383038,400799,126,,"NO DATA",,,,73,50,19,,,708,,,"092C059","092C059","00063","00063",,,,,"DR","SS",1,302,20.2,9.5,67.7,10.15,"NO DATA",,0,0,0,,,,"JWS","JAL",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/05/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0121-QO1","0121","QO1","457","0","B","CWH","xm","1",,"V",9,5,1,,10,5388327,449245,"092B062",19,"NODATA",10,,,,"FD ON N\E SIDE OF RD","R071018A",5388284,449224,276,0,15,19,,,11523,,,"092B062","092B062","00019","00019","-----------","-----------","---","---","FD","FD",249,249,20.4,0.54,20.4,0.54,"R071018B",294,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","02/23/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0122-QO1","0122","QO1","457","0","B","CWH","vm","1",,"V",16,5,1,,,,,"092C069",110,"NO DATA",,,,,,"NO DATA",,,,208,220,19,,,313,,,"092C069","092C069","00109","00110",,,,,"HW","BA",10,112,25,5.75,23.9,3.13,"NO DATA",,0,0,,,,,"JWS","SFT",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","03/13/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0123-QO1","0123","QO1","457","0","B","CWH","vm","1",,"V",20.25,4,1,,10,5388584,397286,"092C069",721,"NO DATA",,,,,,"NO DATA",,,,233,440,19,,,103,,,"092C069","092C069","00721","00721","N/A","N/A","N/A","N/A","HW","CW",0,210,25.2,0,54.1,2.2,"B080900A",,,0,,,,,"BCH","TES",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","03/27/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4571-0124-QO1","0124","QO1","457","0","B","CWH","mm","1",,"V",16,5,1,,,,,"092C069",898,"J071622A",10,5385770,409626,91,"ROAD","J071622A",5385770,409626,91,81,210,19,,,303,,,"092C069","092C069","00898","00898",,,,,"HW","HW",0,316,30,0,18.6,1.23,"NO DATA",,0,0,,,,,"JWS","SFT",,,,,,,,,,,,,,,,,,,,,,,,,"04/04/08 00:00:00","03/01/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4571"
"4722-0001-DR2","0001","DR2","472","0","D","MS","dm","2",,"V",12,3,1,,11,,,"082L012",1243,"R121415A",11,,,,,"NODATA",,,,50,270,19.5,,,225,,,"082L012","082L012","01251","01243","-----------","-----------","---","---","BL","SX",53,115,15.6,11.73,23.7,2.74,"R121416A",,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/30/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0003-NR2","0003","NR2","472","0","D","MS","dm","2",,"V",9,5,5,,10,5590936,708646,"092I050",71,"R100823A",10,5591001,708636,1365,"NEW LANDING","NODATA",,,,170,57,19,,,11544,,,"092I050","092I050","00072","00071","-----------","-----------","---","---","PL","SX",0,110,17.6,0,24.2,0.8,"1997DATA",1500,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/24/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0004-DR2","0004","DR2","472","0","D","MS","dm","2",,"V",9,5,1,,11,5561840,313500,"082L012",662,"1997DATA",,,,,,"NODATA",,,,315,300,19,,,270,,,"082L024","082L024","00660","00662","-----------","-----------","---","---","FD","SE",,163,21.4,,29.3,1.1,"1997DATA",1400,0,0,0,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/18/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0005-DR2","0005","DR2","472","0","D","ESSF","xc","0",,"V",12,4,1,,11,5572605,303127,"082L022",281,"1997DATA",11,,,,"ROAD/CUTBLOCK BDRY","R102720A",5573299,302113,1660,152,205,19.5,,,209,,,"082L022","082L022","00236","00281","-----------","-----------","---","---","SE","SE",5,79,50.9,6.01,57,1.21,"1997DATA",,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/12/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0009-DR1","0009","DR1","472","0","D","IDF","xh","1",,"V",5,4,1,,11,5564253,322095,"082L023",1620,"T111001A",11,5564555,322239,594,,"NODATA",,,,205,335,19.5,,,2106,,,"082L023","082L023","01627","01620","BCC94049","BCC94049","61","61","PY","PY",49,277,31.1,17.75,26.3,5.36,"T111001B",559,0,0,0,,,,"WAM","BFV",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","11/10/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0010-DR2","0010","DR2","472","0","D","ICH","mk","1",,"V",7,5,1,,,,,"082L013",210,"NO DATA",,,,,,"NO DATA",,,,0,,,,,,,,"082L013","082L013","00210","00210","-----------","-----------","---","---",,"FDI",,,,,13,,"NO DATA",,0,0,0,,,,"JRN","LEW",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/15/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0014-DR1","0014","DR1","472","0","D","MS","dm","2",,"V",5,4,1,,,,,"082L002",1622,"A102418A",,,,,"ROAD/POLY EDGE","A102417A",,,,63,65,18.5,,,118,,,"082L022","082L022","01623","01622","ORTHO PHOTO","ORTHO PHOTO","1","1","PY","PY",0,331,32.2,0.01,38.9,94.5,"A102419A",,,0,165,4.28,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/13/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0015-DR2","0015","DR2","472","0","D","IDF","dk","1",,"V",9,5,1,,11,5589310,297538,"082L041",1542,"R101216A",11,5589373,297547,1288,"EAST SIDE OF LANDING","R101220A",5589206,297230,1307,180,82,19,,,203,,,"082L041","082L041","01542","01542","-----------","-----------","---","---","FD","FD",60,261,28.1,1.35,17.2,3.5,"1997DATA",1400,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/28/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0016-DR1","0016","DR1","472","0","D","MS","dm","2",,"V",5,5,1,,,,,"082L021",690,"A092015A",11,5574234,295794,1185,"@TIEPOINT","NO DATA",,,,56,455,18.5,,,128,,,"082L024","082L021","00688","00690","ORTHO PHOTO","ORTHO PHOTO","1","1","FDI","FDI",135,251,33.7,20.48,39.2,5.67,"NO DATA",,,0,,,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/19/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0017-NR2","0017","NR2","472","0","D","IDF","dk","1",,"V",12,4,4,,11,5580601,297853,"082L031",1195,"R101020A",11,5580423,298014,1293,,"NODATA",,,,319,245,19,,,201,,,"082L031","082L031","01197","01195","-----------","-----------","---","---","FD","FD",354,237,25.7,17.1,17.9,3.56,"R101015A",1389,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/26/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0018-DR2","0018","DR2","472","0","D","ICH","mk","1",,"V",9,4,1,,11,5576409,318197,"082L033",392,"NODATA",11,,,,,"NODATA",,,,171,238,19,,,11532,,,"082L033","082L033","00386","00392","030BCC94043","030BCC94043","110","110","FD","FD",121,340,17.1,20.86,28.5,3.06,"OFFORTHO",1248,0,0,0,,,,"JIP","JWH","PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/22/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0021-DR2","0021","DR2","472","0","D","IDF","mw","1",,"V",9,3,1,,11,5606508,314647,"082L052",27,"1997DATA",11,,,,,"NODATA",,,,221,220,19,,,269,,,"082L052","082L052","00026","00027","-----------","-----------","---","---","At","Pl",,270,23.1,,24.5,4.79,"1997DATA",1300,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/17/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0022-DR2","0022","DR2","472","0","D","MS","dm","2",,"V",9,5,1,,,,,"082L021",632,"NO DATA",,,,,,"NO DATA",,,,,,,,,,,,"082L021","082L021","00632","00632","-----------","-----------","---","---",,,,,,,,,"NO DATA",,0,0,0,,,,"JRN","LEW",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/16/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0023-DR2","0023","DR2","472","0","D","MS","dm","2",,"F",100.0672412144674,4,1,,11,,,"082L041",1158,"R120818A",11,,,,,"NODATA",,,,90,55,19.5,,,218,,,"082L041","082L041","01157","01158","-----------","-----------","---","---","PL","FD",320,122,6.7,3.65,25.7,2.88,"R120816A",,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/24/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0025-DR2","0025","DR2","472","0","D","MS","dm","2",,"V",7,4,1,,11,5579882,302716,"082L032",480,"1997DATA",,,,,"SWITCHBACK","J110121A",5580422,302587,1315,119,215,19,,,257,,,"082L032","082L032","00480","00480","-----------","-----------","---","---","FD","PL",342,162,48.5,12.23,28.1,3.15,"1997DATA",1400,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/17/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0026-DR2","0026","DR2","472","0","D","IDF","dk","1",,"V",9,4,1,,11,5588954,294299,"082L041",1509,"R110115A",11,5588906,294240,1186,"PULLOUT/BORROW PIT","R110118A",5589022,294079,1208,47,75,19,,,214,,,"082L041","082L041","01510","01509","-----------","-----------","---","---","FD","FD",253,348,55.8,21.3,21.9,2.02,"R110115B",1177,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/17/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0027-NR2","0027","NR2","472","0","D","IDF","dk","2",,"V",7,3,3,,11,5557813,309288,"082L012",1527,"1997DATA",11,,,,"SMALL OPENING","R110414A",5558471,309750,869,134,145,19.5,,,217,,,"082L012","082L012","01527","01527","-----------","-----------","---","---","PL","PL",200,149,18,2.46,19.4,1.57,"1997DATA",1250,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/20/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0028-DR2","0028","DR2","472","0","D","MS","dm","2",,"F",100.0672412144674,4,1,,11,5561479,311464,"082L012",856,"1997DATA",11,,,,,"NODATA",,,,313,240,19.5,,,220,,,"082L012","082L012","00860","00856","-----------","-----------","---","---","PL","PL",163,20,2.8,11.1,2.2,1.85,"1997DATA",1400,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/28/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0029-DR2","0029","DR2","472","0","D","IDF","dk","1",,"V",7,2,1,,11,5600668,296169,"082L051",142,"1997DATA",,,,,,"NODATA",,,,75,232,20,,,11539,,,"082L051","082L051","00157","00142","-----------","-----------","---","---","FD","PL",0,39,27.8,0,15.9,1.55,"J100400A",1092,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/26/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0030-NR2","0030","NR2","472","0","D","MS","dm","2",,"V",7,2,2,,11,5560245,302241,"082L012",412,"J101316A",11,5560309,302115,1379,"RD JCTN. STUART MAIN","J101400A",5560683,302003,1430,119,140,19,,,252,,,"082L012","082L012","00412","00412","-----------","-----------","---","---","PL","PL",0,0,23.2,0,31.1,0,"1997DATA",1436,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/29/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0034-DR1","0034","DR1","472","0","D","ESSF","dc","2",,"V",9,5,1,,,,,"082E092",129,"A100114A",11,,,,"@ TP","NO DATA",,,,266,270,18.5,,,120,,,"082E092","082E092","00129","00129","ORTHO PHOTO","ORTHO PHOTO","1","1","PL","PL",102,97,36.1,2.14,35.6,1.81,"NO DATA",,,0,,,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/15/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0035-DR1","0035","DR1","472","0","D","MS","dm","2",,"V",7,2,1,,10,,,"082L002",1429,"NO DATA",,,,,"@ ROAD DATA","NO DATA",,,,166,95,18.5,,,128,,,"082L002","082L002","01429","01429","ORTHO PHOTO","ORTHO PHOTO","1","1","PL","PL",53,85,25,20.37,23.3,0.53,"NO DATA",,0,0,0,,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/18/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0036-DR1","0036","DR1","472","0","D","ESSF","dc","2",,"V",5,2,1,,,,,"082E091",18,"A093020A",,,,,"@ SW CORNER OF LAKE","NO DATA",,,,18,50,18,,,124,,,"082E091","082E091","00018","00018","ORTHO PHOTO","ORTHO PHOTO","1","1","PL","BL",148,121,25.2,3.29,15.4,0.79,"A093020A",,0,0,0,,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/18/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0037-DR1","0037","DR1","472","0","D","MS","dm","2",,"V",9,4,1,,,,,"082L022",186,"A092722A",,,,,"@ RA JCTN","NO DATA",,,,291,365,18.5,,,142,,,"082L022","082L022","00189","00186","ORTHO PHOTO","ORTHO PHOTO","1","1","SX","PL",251,203,57,23.97,22.6,1.54,"A092723",,0,0,291,34,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/26/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0038-DR2","0038","DR2","472","0","D","ESSF","dc","2",,"V",12,3,1,,11,5546936,302986,"082L002",1163,"1997DATA",11,,,,,"NODATA",,,,327,185,19.5,,,208,,,"082L002","082L002","01094","01163","-----------","-----------","---","---","BL","BL",77,78,21.5,18.05,11.2,1.45,"1997DATA",1500,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/15/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0039-DR2","0039","DR2","472","0","D","ESSF","dc","2",,"V",9,4,1,,11,5564621,308087,"082L022",1720,"1997DATA",,,,,,"NODATA",,,,346,75,19,,,273,,,"082L022","082L022","01722","01720","-----------","-----------","---","---","PL","PL",,110,18.8,,18,0.92,"1997DATA",1500,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/21/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0040-DR2","0040","DR2","472","0","D","MS","dm","2",,"V",9,5,1,,11,5582328,306222,"082L032",103,"J100718A",11,5582389,306824,1512,"PULLOUT/ROADSIDE","R100800A",5582483,306922,1519,228,86,19,,,11533,,,"082L032","082L032","00103","00103","-----------","-----------","---","---","PL","PL",300,237,17.7,4.57,23.7,4.45,"1997DATA",1510,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/23/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0041-NR2","0041","NR2","472","0","D","IDF","dk","1",,"V",12,3,3,,11,5579707,297258,"082L031",1289,"R101115A",11,5579617,297110,1244,,"NODATA",,,,45,170,19,,,202,,,"082L031","082L031","01197","01289","-----------","-----------","---","---","PL","SX",156,228,19,11.14,17.5,1.95,"R101115B",1247,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/27/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0043-DR1","0043","DR1","472","0","D","MS","dm","2",,"V",9,2,1,,,,,"082L032",905,"A092520A",,,,,"@ TP","NO DATA",,,,259,110,18.5,,,146,,,"082L032","082L032","00905","00905","ORTHO PHOTO","ORTHO PHOTO","1","1","SW","BL",153,234,26.2,16.52,34.1,1.55,"A092522A",,0,0,0,,,,"TDC","RMS",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","10/27/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0045-DR1","0045","DR1","472","0","D","ESSF","dc","2",,"V",12,4,1,,,,,"082L012",1416,"NODATA",,,,,"NODATA","NODATA",,,,197,200,19.5,,,2116,,,"082L012","082L012","01389","01416","30BCC94052","30BCC94052","19","19","SX","SX",345,92,33.4,10.02,32.5,4.7,"NODATA",,0,0,0,,,,"WAM","BFV",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","11/07/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0046-DR2","0046","DR2","472","0","D","MS","dm","2",,"V",12,4,1,,11,5550382,310051,"082L002",701,"R120420A",11,,,,,"NODATA",,,,315,200,19,,,271,,,"082L002","082L002","00701","00701","-----------","-----------","---","---","BL","BL",,161,37.9,,11.2,1.37,"1997DATA",1450,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","07/20/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0048-DR2","0048","DR2","472","0","D","ICH","mk","1",,"F",100.0672412144674,5,1,,11,,,"082L053",193,"NODATA",11,,,,"EAST SIDE LANDING","R121618A",,,,0,15,19,,,227,,,"082L053","082L053","00193","00193","-----------","-----------","---","---","PL","PL",277,277,1,2.19,1,2.19,"R121615A",,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","08/01/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0050-DR1","0050","DR1","472","0","D","IDF","xh","1",,"V",5,5,1,,11,5552083,319041,"082L003",71,"T110901A",11,5551695,319139,848,,"NODATA",,,,343,390,19.5,,,2103,,,"082L003","082L003","00071","00071","30BCC94099","30BCC94099","29","29","FDI","FDI",90,69,35.1,15.13,20.6,9.02,"T110901B",879,0,0,0,,,,"WAM","BFV",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","11/09/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0052-DR2","0052","DR2","472","0","D","IDF","dk","1",,"V",7,4,1,,11,5583632,301587,"082L032",10,"R100719A",11,5583818,301976,1191,,"NODATA",,,,242,440,19.5,,,11541,,,"082L032","082L032","00014","00010","-----------","-----------","---","---","FD","FD",248,10,33.7,3.9,28.8,2.1,"R100323A",1160,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/23/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0053-DR1","0053","DR1","472","0","D","IDF","mw","1",,"V",7,5,1,,11,5569200,319862,"082L023",1081,"NODATA",,,,,"NODATA","NODATA",,,,208,215,19.5,,,53,,,"082L023","082L023","01081","01081","BCC94044","BCC94044","40","40","FDI","FDI",0,20,27.5,0,33.5,5.3,"T110801A",1039,0,0,0,,,,"WAM","BFV",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","11/08/06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0054-DR2","0054","DR2","472","0","D","MS","dm","2",,"V",7,3,1,,11,5578006,300258,"082L031",1690,"1997DATA",11,,,,"ROADSIDE","R101122A",5578487,299907,1232,126,40,19,,,250,,,"082L031","082L031","01674","01690","-----------","-----------","---","---","PL","PL",167,327,18,3.67,13.8,1.43,"1997DATA",1400,0,0,0,,,,"PRH","AGO",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","05/27/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
"4722-0058-DR2","0058","DR2","472","0","D","IDF","dk","1",,"V",7,3,1,,10,5579429,711629,"092I040",498,"1997DATA",,,,,,"NODATA",,,,357,130,19,,,258,,,"092I040","092I040","00498","00498","-----------","-----------","---","---","PL","FD",31,235,22,0.92,27.2,15.39,"J110219A",1103,,0,,,,,"JIP","JWH",,,,,,,,,,,,,,,,,,,,,,,,,"11/21/07 00:00:00","06/18/07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4722"
